Month,Latitude,Longitude,PM2.5,PM10,NO2,Temp,RH,Year
2019-01,28.6805,77.3169,208.36741935483872,202.2498904109589,63.15129032258065,15.72258064516129,58.17290322580646,2019
2019-02,28.6805,77.3169,128.30964285714285,202.2498904109589,44.82357142857143,16.2775,63.9675,2019
2019-03,28.6805,77.3169,92.4483870967742,202.2498904109589,44.4441935483871,21.371290322580645,43.61032258064516,2019
2019-04,28.6805,77.3169,110.302,202.2498904109589,40.152,29.094,34.04633333333333,2019
2019-05,28.6805,77.3169,113.37225806451612,202.2498904109589,42.73483870967742,31.26129032258065,32.957096774193545,2019
2019-06,28.6805,77.3169,96.17066666666666,202.2498904109589,29.56533333333333,32.821666666666665,45.77,2019
2019-07,28.6805,77.3169,72.49741935483871,202.2498904109589,29.49935483870968,29.23258064516129,73.8941935483871,2019
2019-08,28.6805,77.3169,51.19770996320509,202.2498904109589,25.095534804753814,28.24974475045648,78.52650498955674,2019
2019-09,28.6805,77.3169,36.443666666666665,202.2498904109589,23.024,28.084333333333333,76.91499999999999,2019
2019-10,28.6805,77.3169,111.50064516129032,202.2498904109589,55.38032258064517,25.05903225806452,59.99741935483871,2019
2019-11,28.6805,77.3169,163.728,202.2498904109589,64.78666666666666,20.834666666666667,58.440333333333335,2019
2019-12,28.6805,77.3169,172.6816129032258,202.2498904109589,62.92935483870968,12.79225806451613,77.97258064516129,2019
2019-01,28.7500499,77.1112615,211.7616129032258,339.99225806451614,81.11064516129032,13.972903225806451,62.29032258064516,2019
2019-02,28.7500499,77.1112615,117.10089914557214,205.2831424203923,52.293667582417584,17.518865511223925,61.08179768555467,2019
2019-03,28.7500499,77.1112615,92.69806451612902,194.45774193548385,40.00838709677419,19.45193548387097,52.531290322580645,2019
2019-04,28.7500499,77.1112615,85.53154313396684,260.81448323142484,31.82621153846154,29.057854895428463,39.59793556797021,2019
2019-05,28.7500499,77.1112615,103.06741935483872,296.948064516129,27.99903225806452,31.93,36.40354838709678,2019
2019-06,28.7500499,77.1112615,64.57366666666667,239.6003333333333,34.62566666666667,33.87533333333333,42.30533333333334,2019
2019-07,28.7500499,77.1112615,54.98225806451613,144.03,46.63483870967743,31.186774193548384,64.44903225806452,2019
2019-08,28.7500499,77.1112615,43.74677419354839,89.38193548387098,41.4883870967742,30.681290322580644,67.85239358442962,2019
2019-09,28.7500499,77.1112615,50.36066666666667,109.078,63.739,30.310333333333336,66.03566666666667,2019
2019-10,28.7500499,77.1112615,137.9874193548387,270.7803225806452,39.08290322580645,26.88806451612903,61.111935483870965,2019
2019-11,28.7500499,77.1112615,229.57466666666667,322.64733333333334,47.95466666666667,23.035,61.141333333333336,2019
2019-12,28.7500499,77.1112615,230.6377419354839,319.3874193548387,72.84032258064516,16.039354838709677,74.7216129032258,2019
2019-01,28.6095,77.033,183.5867741935484,224.4426517857143,29.291290322580643,15.790967741935484,63.22,2019
2019-02,28.6095,77.033,110.165,224.4426517857143,23.6075,16.280714285714286,61.28857142857142,2019
2019-03,28.6095,77.033,92.7851612903226,224.4426517857143,25.12447578433281,20.62,48.35387096774193,2019
2019-04,28.6095,77.033,107.49366666666668,224.4426517857143,26.411,30.083,39.10266666666666,2019
2019-05,28.6095,77.033,116.24709677419357,224.4426517857143,18.14862898802046,31.87709677419355,33.34129032258064,2019
2019-06,28.6095,77.033,94.50033333333334,224.4426517857143,17.07633333333333,33.76833333333333,42.01866666666667,2019
2019-07,28.6095,77.033,67.35741935483871,224.4426517857143,26.221290322580646,29.98483870967742,62.857741935483865,2019
2019-08,28.6095,77.033,47.3883870967742,224.4426517857143,18.634193548387096,27.78032258064516,76.28774193548388,2019
2019-09,28.6095,77.033,53.138000000000005,224.4426517857143,21.703333333333333,29.409,73.64133333333332,2019
2019-10,28.6095,77.033,114.52032258064516,224.4426517857143,39.12064516129032,25.42225806451613,58.88677419354839,2019
