From Date,Latitude,Longitude,PM2.5,PM10,NO2,Temp,RH
01/08/2018,28.6095,77.033,94.71,224.4426517857143,19.92,32.26,55.98
02/08/2018,28.6095,77.033,131.26,224.4426517857143,39.65,32.19,54.55
03/08/2018,28.6095,77.033,116.59,224.4426517857143,25.5,32.08,50.41
04/08/2018,28.6095,77.033,123.58,224.4426517857143,25.02,32.1,48.44
05/08/2018,28.6095,77.033,111.94,224.4426517857143,19.03,31.13,61.56
06/08/2018,28.6095,77.033,75.82,224.4426517857143,41.1,29.26,75.44
07/08/2018,28.6095,77.033,65.13,224.4426517857143,22.96,28.58,75.77
08/08/2018,28.6095,77.033,48.89,224.4426517857143,21.9,30.44,69.77
09/08/2018,28.6095,77.033,52.76,224.4426517857143,20.46,31.88,55.24
10/08/2018,28.6095,77.033,60.73,224.4426517857143,30.44,31.26,56.22
11/08/2018,28.6095,77.033,49.6,224.4426517857143,25.39,31.81,56.79
12/08/2018,28.6095,77.033,45.1,224.4426517857143,27.31,30.81,56.76
13/08/2018,28.6095,77.033,58.25,224.4426517857143,27.91,32.05,53.17
14/08/2018,28.6095,77.033,62.45,224.4426517857143,23.09,32.6,51.05
15/08/2018,28.6095,77.033,65.45,224.4426517857143,18.79,32.71,56.16
16/08/2018,28.6095,77.033,57.14,224.4426517857143,39.38,30.0,67.72
17/08/2018,28.6095,77.033,47.97,224.4426517857143,15.63,30.88,65.2
18/08/2018,28.6095,77.033,47.72,224.4426517857143,27.29,31.72,60.91
19/08/2018,28.6095,77.033,64.84,224.4426517857143,36.23,30.62,75.28
20/08/2018,28.6095,77.033,86.43,224.4426517857143,35.16,31.28,66.96
21/08/2018,28.6095,77.033,47.02,224.4426517857143,37.35,31.43,59.83
22/08/2018,28.6095,77.033,49.83,224.4426517857143,38.68,30.51,65.55
23/08/2018,28.6095,77.033,53.72,224.4426517857143,37.29,28.83,79.12
24/08/2018,28.6095,77.033,50.73,224.4426517857143,30.45,29.84,67.53
25/08/2018,28.6095,77.033,45.75,224.4426517857143,31.07,30.34,64.79
26/08/2018,28.6095,77.033,46.31,224.4426517857143,29.98,31.24,57.47
27/08/2018,28.6095,77.033,49.25,224.4426517857143,35.7,30.47,68.82
28/08/2018,28.6095,77.033,48.44,224.4426517857143,42.68,28.03,88.75
29/08/2018,28.6095,77.033,42.33,224.4426517857143,35.46,28.64,79.72
30/08/2018,28.6095,77.033,58.59,224.4426517857143,36.22,29.99,69.03
31/08/2018,28.6095,77.033,89.0,224.4426517857143,35.34,30.13,65.47
01/09/2018,28.6095,77.033,65.07,224.4426517857143,33.08,28.63,78.04
02/09/2018,28.6095,77.033,53.12,224.4426517857143,33.95,27.88,80.63
03/09/2018,28.6095,77.033,59.78,224.4426517857143,36.63,28.15,83.0
04/09/2018,28.6095,77.033,73.83,224.4426517857143,35.74,28.75,79.09
05/09/2018,28.6095,77.033,68.05,224.4426517857143,25.58,28.05,80.7
06/09/2018,28.6095,77.033,67.2,224.4426517857143,20.7,28.57,76.96
07/09/2018,28.6095,77.033,56.57,224.4426517857143,24.71,28.3,77.68
08/09/2018,28.6095,77.033,52.8,224.4426517857143,22.61,28.58,73.93
09/09/2018,28.6095,77.033,46.65,224.4426517857143,18.74,29.17,68.07
10/09/2018,28.6095,77.033,64.78,224.4426517857143,24.82,30.64,66.12
11/09/2018,28.6095,77.033,52.8,224.4426517857143,18.26,31.71,63.02
12/09/2018,28.6095,77.033,53.75,224.4426517857143,20.43,30.86,61.76
13/09/2018,28.6095,77.033,61.73,224.4426517857143,19.49,32.55,51.81
14/09/2018,28.6095,77.033,58.01,224.4426517857143,21.25,31.53,52.32
15/09/2018,28.6095,77.033,57.98,224.4426517857143,31.8,32.29,44.79
16/09/2018,28.6095,77.033,64.97,224.4426517857143,18.67,32.37,48.66
17/09/2018,28.6095,77.033,86.57,224.4426517857143,21.41,32.33,52.24
18/09/2018,28.6095,77.033,86.01,224.4426517857143,24.43,31.87,48.03
19/09/2018,28.6095,77.033,79.49,224.4426517857143,23.74,31.68,47.33
20/09/2018,28.6095,77.033,90.32,224.4426517857143,26.43,32.58,44.7
21/09/2018,28.6095,77.033,71.73,224.4426517857143,23.19,30.7,50.66
22/09/2018,28.6095,77.033,56.69,224.4426517857143,20.07,27.0,81.86
23/09/2018,28.6095,77.033,56.47,224.4426517857143,18.52,27.86,76.55
24/09/2018,28.6095,77.033,45.42,224.4426517857143,17.8,26.76,85.05
25/09/2018,28.6095,77.033,11.94,224.4426517857143,19.07,27.67,77.47
26/09/2018,28.6095,77.033,17.43,224.4426517857143,21.73,28.99,67.69
27/09/2018,28.6095,77.033,92.6,224.4426517857143,20.99,28.72,64.87
28/09/2018,28.6095,77.033,109.86,224.4426517857143,29.6,28.92,57.22
29/09/2018,28.6095,77.033,120.97,224.4426517857143,36.69,29.08,52.89
30/09/2018,28.6095,77.033,83.21,224.4426517857143,25.23,28.76,54.1
01/10/2018,28.6095,77.033,110.86,224.4426517857143,29.31,29.45,52.24
02/10/2018,28.6095,77.033,105.28,224.4426517857143,28.23,30.34,51.18
03/10/2018,28.6095,77.033,106.93,224.4426517857143,32.65,31.18,40.36
04/10/2018,28.6095,77.033,113.2,224.4426517857143,32.1,30.71,48.63
05/10/2018,28.6095,77.033,144.1,224.4426517857143,44.68,30.9,46.94
06/10/2018,28.6095,77.033,101.8,224.4426517857143,34.63,31.75,42.96
07/10/2018,28.6095,77.033,104.46,224.4426517857143,36.71,31.03,41.01
08/10/2018,28.6095,77.033,127.84,224.4426517857143,47.53,30.19,39.06
09/10/2018,28.6095,77.033,125.98,224.4426517857143,55.64,31.28,36.09
10/10/2018,28.6095,77.033,108.89,224.4426517857143,40.39,31.19,46.48
11/10/2018,28.6095,77.033,90.6,224.4426517857143,30.75,29.27,42.94
12/10/2018,28.6095,77.033,94.28,224.4426517857143,33.92,28.04,34.79
13/10/2018,28.6095,77.033,142.56,224.4426517857143,35.03,27.44,41.95
14/10/2018,28.6095,77.033,115.36,224.4426517857143,38.23,28.63,40.79
15/10/2018,28.6095,77.033,152.84,224.4426517857143,38.21,29.04,36.62
16/10/2018,28.6095,77.033,146.05,224.4426517857143,57.55,28.9,40.69
17/10/2018,28.6095,77.033,118.63,224.4426517857143,44.21,30.19,38.38
18/10/2018,28.6095,77.033,156.63,224.4426517857143,54.78,28.78,48.21
19/10/2018,28.6095,77.033,143.44,224.4426517857143,40.58,28.56,42.31
20/10/2018,28.6095,77.033,162.12,224.4426517857143,38.16,29.77,35.95
21/10/2018,28.6095,77.033,156.96,224.4426517857143,43.9,28.55,36.28
22/10/2018,28.6095,77.033,140.43,224.4426517857143,43.61,27.0,46.26
23/10/2018,28.6095,77.033,132.17,224.4426517857143,28.51,26.66,43.54
24/10/2018,28.6095,77.033,182.33,224.4426517857143,37.72,27.22,45.98
25/10/2018,28.6095,77.033,171.93,224.4426517857143,41.79,27.27,37.8
26/10/2018,28.6095,77.033,232.99,224.4426517857143,37.54,26.7,43.27
27/10/2018,28.6095,77.033,195.49,224.4426517857143,36.99,26.54,48.34
28/10/2018,28.6095,77.033,199.38,224.4426517857143,33.29,26.53,49.58
29/10/2018,28.6095,77.033,185.76,224.4426517857143,34.27,26.34,51.08
30/10/2018,28.6095,77.033,155.29,224.4426517857143,30.89,26.65,48.64
31/10/2018,28.6095,77.033,131.03,224.4426517857143,37.66,26.68,52.59
01/11/2018,28.6095,77.033,150.67,224.4426517857143,36.84,26.86,51.45
02/11/2018,28.6095,77.033,127.78,224.4426517857143,27.9,27.91,39.39
03/11/2018,28.6095,77.033,107.89,224.4426517857143,18.79,27.46,43.31
04/11/2018,28.6095,77.033,100.3,224.4426517857143,16.1,27.02,40.13
05/11/2018,28.6095,77.033,222.97,224.4426517857143,33.23,24.05,54.14
06/11/2018,28.6095,77.033,128.55,224.4426517857143,35.9,24.27,31.52
07/11/2018,28.6095,77.033,135.04,224.4426517857143,35.48,23.06,30.45
08/11/2018,28.6095,77.033,429.87,224.4426517857143,43.19,22.57,44.2
09/11/2018,28.6095,77.033,237.55,224.4426517857143,49.5,23.4,53.78
10/11/2018,28.6095,77.033,195.18,224.4426517857143,49.89,23.52,59.18
11/11/2018,28.6095,77.033,184.52,224.4426517857143,52.29,24.29,53.11
12/11/2018,28.6095,77.033,211.17,224.4426517857143,61.06,24.71,60.24
13/11/2018,28.6095,77.033,176.83,224.4426517857143,62.74,25.03,70.38
14/11/2018,28.6095,77.033,108.48,224.4426517857143,47.36,25.07,74.58
15/11/2018,28.6095,77.033,100.37,224.4426517857143,44.24,24.74,73.29
16/11/2018,28.6095,77.033,124.23,224.4426517857143,38.05,23.62,65.51
17/11/2018,28.6095,77.033,114.03,224.4426517857143,46.18,23.01,69.27
