Month,Latitude,Longitude,PM2.5,PM10,NO2,Temp,RH,Year
2023-01,28.6805,77.3169,109.4367741935484,225.2335483870968,47.54290322580645,12.837741935483873,75.83548387096775,2023
2023-02,28.6805,77.3169,98.98357142857142,241.71285714285716,21.98785714285714,19.798214285714288,57.80321428571428,2023
2023-03,28.6805,77.3169,72.58625977923053,186.33578524083077,20.03288624787776,23.652662051125983,55.44322348572754,2023
2023-04,28.6805,77.3169,65.82533333333333,139.17566666666667,11.526666666666667,27.546666666666667,36.48366666666666,2023
2023-05,28.6805,77.3169,56.3458064516129,167.90483870967742,10.431935483870967,29.477741935483877,45.35,2023
2023-06,28.6805,77.3169,49.81633333333333,139.71866666666668,10.922,31.339,55.389,2023
2023-07,28.6805,77.3169,42.53177562247705,81.72869553689792,12.82471986417657,28.89969149421789,75.38768623810628,2023
2023-01,28.7500499,77.1112615,157.70483870967743,315.5122580645161,12.025483870967742,10.47483870967742,32.369354838709675,2023
2023-02,28.7500499,77.1112615,70.71142857142857,245.70357142857145,25.51885989010989,16.186071428571427,30.88357142857143,2023
2023-03,28.7500499,77.1112615,52.250406065742254,178.90820957879825,20.876553970223323,13.696311189124325,31.75187313029375,2023
2023-04,28.7500499,77.1112615,54.83733333333334,204.662,29.516,25.6765646862854,29.861666666666668,2023
2023-05,28.7500499,77.1112615,59.79633206512919,197.38562893363695,25.63977977667494,27.229480037971737,56.30117642818526,2023
2023-06,28.7500499,77.1112615,44.496,130.76933333333332,21.374333333333333,30.326854895428465,65.25960223463687,2023
2023-07,28.7500499,77.1112615,36.52322580645161,80.71064516129033,20.21977977667494,29.11387096774193,77.90606667868084,2023
2023-01,28.6095,77.033,175.9374193548387,298.29129032258066,23.883548387096774,12.646451612903226,81.92483870967742,2023
2023-02,28.6095,77.033,153.59071428571428,283.41785714285714,35.04785714285715,19.240357142857142,65.44357142857143,2023
2023-03,28.6095,77.033,98.03580645161291,196.0983870967742,22.398064516129036,23.335806451612903,57.086451612903225,2023
2023-04,28.6095,77.033,109.06133333333334,234.79266666666663,41.13,26.666666666666668,35.53,2023
2023-05,28.6095,77.033,109.98354838709676,203.69096774193548,33.46806451612903,29.036774193548386,44.523870967741935,2023
2023-06,28.6095,77.033,86.46000000000001,166.92666666666668,23.37133333333333,30.564,56.196000000000005,2023
2023-07,28.6095,77.033,48.81967741935484,91.23032258064516,12.387419354838707,29.45193548387097,76.12806451612903,2023
2023-01,28.6513,77.1473,187.54903225806453,357.36645161290323,72.37129032258065,12.63258064516129,71.53612903225806,2023
2023-02,28.6513,77.1473,166.57821428571427,284.1675,80.0825,19.515,55.56678571428571,2023
2023-03,28.6513,77.1473,121.90741935483872,216.02612903225804,48.78516129032258,23.00548387096774,52.57354838709677,2023
2023-04,28.6513,77.1473,91.381,215.2193333333333,31.991333333333333,27.379666666666665,33.620666666666665,2023
2023-05,28.6513,77.1473,92.1467741935484,205.10129032258067,46.074516129032254,28.905483870967743,44.73290322580645,2023
2023-06,28.6513,77.1473,66.74466666666666,168.19633333333334,36.85566666666667,30.55633333333333,59.599,2023
2023-07,28.6513,77.1473,37.10258064516129,86.94096774193548,39.11419354838709,29.166451612903224,81.39449483658044,2023
2023-01,28.5504,77.2182,177.8425806451613,313.10677419354835,20.43387096774193,11.131612903225806,38.61806451612903,2023
2023-02,28.5504,77.2182,108.3275,235.6807142857143,27.949285714285715,18.87892857142857,39.33178571428572,2023
2023-03,28.5504,77.2182,71.66709677419354,175.18774193548387,22.03903225806452,23.85032258064516,41.80612903225806,2023
2023-04,28.5504,77.2182,68.52,201.25033333333332,21.11833333333333,29.07933333333333,44.016333333333336,2023
2023-05,28.5504,77.2182,63.72516129032258,182.59935483870967,37.54322580645161,31.073870967741936,57.52741935483871,2023
2023-06,28.5504,77.2182,41.20766666666667,132.328,40.34854265010352,29.688666666666663,43.051,2023
2023-07,28.5504,77.2182,28.21548387096774,73.40806451612903,26.952663193748748,24.19161290322581,38.76709677419355,2023
