From Date,Latitude,Longitude,PM2.5,PM10,NO2,Temp,RH
01/08/2018,28.6805,77.3169,76.5,202.2498904109589,35.41,24.71208726415094,58.03
02/08/2018,28.6805,77.3169,92.24,202.2498904109589,19.0,24.71208726415094,54.41
03/08/2018,28.6805,77.3169,78.46,202.2498904109589,39.42,24.71208726415094,52.89
04/08/2018,28.6805,77.3169,89.92,202.2498904109589,27.8,24.71208726415094,52.01
05/08/2018,28.6805,77.3169,77.53,202.2498904109589,24.35,24.71208726415094,68.84
06/08/2018,28.6805,77.3169,58.29,202.2498904109589,19.64,24.71208726415094,85.38
07/08/2018,28.6805,77.3169,40.35,202.2498904109589,22.51,24.71208726415094,80.9
08/08/2018,28.6805,77.3169,39.17,202.2498904109589,21.76,24.71208726415094,78.18
09/08/2018,28.6805,77.3169,38.34,202.2498904109589,20.93,24.71208726415094,69.87
10/08/2018,28.6805,77.3169,62.94,202.2498904109589,24.97,24.71208726415094,71.58
11/08/2018,28.6805,77.3169,50.2,202.2498904109589,34.1,24.71208726415094,65.57
12/08/2018,28.6805,77.3169,49.28,202.2498904109589,13.2,24.71208726415094,74.37
13/08/2018,28.6805,77.3169,53.76,202.2498904109589,14.97,24.71208726415094,78.55
14/08/2018,28.6805,77.3169,64.14,202.2498904109589,13.78,24.71208726415094,73.47
15/08/2018,28.6805,77.3169,64.23,202.2498904109589,46.66157894736842,24.71208726415094,69.67
16/08/2018,28.6805,77.3169,58.07,202.2498904109589,24.72,24.71208726415094,76.94
17/08/2018,28.6805,77.3169,41.97,202.2498904109589,31.84,24.71208726415094,76.11
18/08/2018,28.6805,77.3169,39.96,202.2498904109589,26.82,24.71208726415094,79.61
19/08/2018,28.6805,77.3169,57.47,202.2498904109589,33.22,24.71208726415094,87.88
20/08/2018,28.6805,77.3169,55.78,202.2498904109589,27.37,24.71208726415094,79.5
21/08/2018,28.6805,77.3169,33.11,202.2498904109589,39.08,24.71208726415094,73.34
22/08/2018,28.6805,77.3169,38.35,202.2498904109589,28.1,24.71208726415094,74.16
23/08/2018,28.6805,77.3169,39.9,202.2498904109589,22.02,24.71208726415094,81.26
24/08/2018,28.6805,77.3169,37.23,202.2498904109589,26.23,24.71208726415094,71.9
25/08/2018,28.6805,77.3169,25.4,202.2498904109589,29.23,24.71208726415094,68.25
26/08/2018,28.6805,77.3169,91.2790088593577,202.2498904109589,46.66157894736842,24.71208726415094,59.691654676259
27/08/2018,28.6805,77.3169,91.2790088593577,202.2498904109589,46.66157894736842,24.71208726415094,59.691654676259
28/08/2018,28.6805,77.3169,36.92,202.2498904109589,79.95,24.71208726415094,95.6
29/08/2018,28.6805,77.3169,48.24,202.2498904109589,46.57,24.71208726415094,88.22
30/08/2018,28.6805,77.3169,37.9,202.2498904109589,17.34,24.71208726415094,77.36
31/08/2018,28.6805,77.3169,41.5,202.2498904109589,26.64,24.71208726415094,74.89
