Month,Latitude,Longitude,PM2.5,PM10,NO2,Temp,RH,Year
2020-01,28.6805,77.3169,130.37451612903226,202.2498904109589,57.78741935483871,13.42451612903226,72.70806451612903,2020
2020-02,28.6805,77.3169,105.42689655172414,202.2498904109589,53.25,16.73896551724138,59.46655172413793,2020
2020-03,28.6805,77.3169,57.12,202.2498904109589,30.905161290322575,20.50548387096774,61.04741935483871,2020
2020-04,28.6805,77.3169,13.453666666666669,202.2498904109589,17.403666666666666,27.563333333333333,38.802,2020
2020-05,28.6805,77.3169,57.15161290322581,202.2498904109589,37.40677419354839,32.403225806451616,39.607419354838704,2020
2020-06,28.6805,77.3169,56.596,202.2498904109589,24.31833333333333,34.154,56.75233333333333,2020
2020-07,28.6805,77.3169,50.84935483870967,143.40736632788332,25.91741935483871,32.28806451612903,71.23838709677419,2020
2020-08,28.6805,77.3169,20.33935483870968,62.04161290322581,21.998387096774195,30.177096774193547,78.27225806451614,2020
2020-09,28.6805,77.3169,34.669333333333334,126.17833333333331,33.74333333333333,31.327,64.78033333333333,2020
2020-10,28.6805,77.3169,128.71870967741935,301.27741935483874,82.65838709677419,26.72967741935484,45.15903225806452,2020
2020-11,28.6805,77.3169,183.11,368.9383333333333,111.13733333333332,19.230666666666664,52.867666666666665,2020
2020-12,28.6805,77.3169,152.72709677419354,345.68612903225807,89.85032258064517,15.038064516129031,66.23096774193547,2020
2020-01,28.7500499,77.1112615,169.4067741935484,270.2732258064516,41.067741935483866,11.101290322580644,82.30000000000001,2020
2020-02,28.7500499,77.1112615,152.56586206896552,285.0275862068965,36.24896551724138,13.68655172413793,76.29862068965517,2020
2020-03,28.7500499,77.1112615,80.46661858309741,154.40290322580643,25.65419354838709,20.53290322580645,69.33064516129032,2020
2020-04,28.7500499,77.1112615,50.69733333333333,123.552,20.525666666666663,27.641666666666666,46.67366666666667,2020
2020-05,28.7500499,77.1112615,64.87903225806451,175.61225806451614,21.11806451612903,30.038387096774198,44.711612903225806,2020
2020-06,28.7500499,77.1112615,50.429,149.518,23.075666666666667,32.317,58.443333333333335,2020
2020-07,28.7500499,77.1112615,36.28806451612903,104.36820957879826,18.378709677419355,31.69322580645161,68.16774193548386,2020
2020-08,28.7500499,77.1112615,31.15568690383887,76.91853215944342,18.8142959057072,30.677601511704967,73.51380861416472,2020
2020-09,28.7500499,77.1112615,60.123333333333335,175.985,26.539666666666665,31.156,67.26233333333333,2020
2020-10,28.7500499,77.1112615,156.88451612903225,329.8591773207337,30.593870967741932,26.77064516129032,56.08516129032258,2020
2020-11,28.7500499,77.1112615,245.3213333333333,348.313,33.854,21.780666666666665,59.876666666666665,2020
2020-12,28.7500499,77.1112615,233.78483870967744,319.14129032258063,111.20923697270472,19.14774193548387,68.85806451612903,2020
2020-01,28.6095,77.033,154.39870967741933,224.4426517857143,33.262903225806454,12.811290322580644,79.79612903225807,2020
2020-02,28.6095,77.033,130.79689655172413,224.4426517857143,32.90965517241379,16.618965517241378,66.62620689655172,2020
2020-03,28.6095,77.033,65.43870967741935,224.4426517857143,24.464193548387097,21.10258064516129,64.00419354838711,2020
2020-04,28.6095,77.033,52.23133333333333,224.4426517857143,15.613,27.71633333333333,41.36566666666667,2020
2020-05,28.6095,77.033,69.06096774193549,224.4426517857143,20.218064516129036,31.89290322580645,38.791935483870965,2020
2020-06,28.6095,77.033,65.263,222.28123005952384,19.21733333333333,33.196,54.93933333333334,2020
2020-07,28.6095,77.033,36.11709677419354,127.24930846774194,18.25741935483871,31.18290322580645,71.10258064516128,2020
2020-08,28.6095,77.033,21.975806451612904,65.64387096774193,19.252903225806453,29.75709677419355,79.40741935483871,2020
2020-09,28.6095,77.033,23.362666666666662,125.033,20.258,30.678,67.38133333333333,2020
2020-10,28.6095,77.033,70.06129032258065,308.93709677419355,38.17645161290323,26.048709677419357,49.03967741935484,2020
2020-11,28.6095,77.033,99.44,393.6423333333333,48.128,18.809,58.470666666666666,2020
2020-12,28.6095,77.033,99.98645161290322,333.10354838709674,36.14096774193549,14.535483870967742,70.89225806451613,2020
2020-01,28.6513,77.1473,151.0464516129032,229.3653261840929,67.71225806451612,13.23709677419355,76.54096774193549,2020
2020-02,28.6513,77.1473,113.67310344827588,229.3653261840929,78.54724137931034,16.774827586206897,61.66793103448276,2020
2020-03,28.6513,77.1473,41.59290322580645,229.3653261840929,40.64161290322581,21.004193548387097,64.74483870967741,2020
2020-04,28.6513,77.1473,18.41166666666667,229.3653261840929,18.782666666666668,26.978666666666665,39.407,2020
2020-05,28.6513,77.1473,37.81483870967742,229.3653261840929,25.34225806451613,31.29258064516129,41.112258064516126,2020
2020-06,28.6513,77.1473,36.26766666666666,229.3653261840929,22.951666666666664,35.022000000000006,58.554,2020
2020-07,28.6513,77.1473,32.24967741935484,114.32571881576293,28.98516129032258,33.542258064516126,78.00516129032258,2020
2020-08,28.6513,77.1473,22.648709677419355,66.19419354838709,30.47322580645161,31.407096774193548,84.98806451612903,2020
2020-09,28.6513,77.1473,34.757333333333335,137.48333333333332,38.049,31.136666666666667,69.24466666666667,2020
2020-10,28.6513,77.1473,116.65806451612904,329.7838709677419,99.84451612903226,26.81709677419355,44.18806451612903,2020
2020-11,28.6513,77.1473,133.29933333333332,383.921,117.40133333333333,19.619333333333334,47.419,2020
2020-12,28.6513,77.1473,102.4448387096774,333.81290322580645,109.69096774193548,15.023225806451611,57.83741935483871,2020
2020-01,28.5504,77.2182,161.91548387096773,251.0258064516129,60.57258064516129,11.061612903225807,73.2741935483871,2020
2020-02,28.5504,77.2182,126.33379310344829,245.63482758620688,56.4848275862069,13.844137931034483,62.75862068965517,2020
2020-03,28.5504,77.2182,61.302825193728594,155.93193548387097,36.21709677419355,17.555806451612902,61.27741935483871,2020
2020-04,28.5504,77.2182,42.41133333333333,93.634,15.134666666666668,25.57633333333333,48.79766666666667,2020
2020-05,28.5504,77.2182,46.34193548387096,123.72419354838708,32.26967741935484,28.080645161290324,42.57387096774193,2020
2020-06,28.5504,77.2182,44.87566666666667,134.141,38.48733333333333,31.238,56.813,2020
2020-07,28.5504,77.2182,32.24258064516129,92.35504518289171,22.87967741935484,30.030645161290323,68.41064516129032,2020
2020-08,28.5504,77.2182,29.89887619390881,74.86170326900921,19.81225806451613,28.870645161290323,77.30806451612904,2020
2020-09,28.5504,77.2182,50.643,131.84133333333332,15.144666666666668,29.35666666666667,66.41966666666666,2020
2020-10,28.5504,77.2182,120.96572841953504,260.24451612903226,32.9341935483871,25.31903225806452,54.22741935483871,2020
2020-11,28.5504,77.2182,192.31766666666667,326.6313333333334,65.32300000000001,19.972,60.66666666666666,2020
2020-12,28.5504,77.2182,175.2708897098576,301.3911742151498,77.27612903225807,16.953548387096774,69.54129032258065,2020
