From Date,Latitude,Longitude,PM2.5,PM10,NO2,Temp,RH
01/08/2018,28.6513,77.1473,51.06,229.3653261840929,18.29,31.9,58.99
02/08/2018,28.6513,77.1473,62.06,229.3653261840929,25.98,33.4,52.59
03/08/2018,28.6513,77.1473,54.59,229.3653261840929,26.0,33.94,49.8
04/08/2018,28.6513,77.1473,61.72,229.3653261840929,86.25,34.37,48.62
05/08/2018,28.6513,77.1473,51.92,229.3653261840929,60.71,32.39,62.31
06/08/2018,28.6513,77.1473,33.94,229.3653261840929,43.73,29.34,77.33
07/08/2018,28.6513,77.1473,37.43,229.3653261840929,42.06,30.4,77.17
08/08/2018,28.6513,77.1473,32.93,229.3653261840929,33.85,30.53,78.43
09/08/2018,28.6513,77.1473,39.03,229.3653261840929,30.3,32.27,70.16
10/08/2018,28.6513,77.1473,41.9,229.3653261840929,36.88,31.91,73.18
11/08/2018,28.6513,77.1473,28.3,229.3653261840929,26.31,32.99,69.09
12/08/2018,28.6513,77.1473,26.28,229.3653261840929,25.02,32.5,69.76
13/08/2018,28.6513,77.1473,38.15,229.3653261840929,25.33,30.78,74.18
14/08/2018,28.6513,77.1473,39.76,229.3653261840929,28.95,31.98,71.3
15/08/2018,28.6513,77.1473,39.02,229.3653261840929,24.24,31.71,73.02
16/08/2018,28.6513,77.1473,37.93,229.3653261840929,26.78,31.21,80.56
17/08/2018,28.6513,77.1473,35.75,229.3653261840929,21.99,31.75,79.19
18/08/2018,28.6513,77.1473,41.47,229.3653261840929,24.16,31.45,72.39
19/08/2018,28.6513,77.1473,88.45,229.3653261840929,32.69,29.99,69.28
20/08/2018,28.6513,77.1473,78.89,229.3653261840929,26.77,31.71,60.11
21/08/2018,28.6513,77.1473,45.69,229.3653261840929,33.59,32.4,54.3
22/08/2018,28.6513,77.1473,40.89,229.3653261840929,34.3,31.82,61.64
23/08/2018,28.6513,77.1473,48.17,229.3653261840929,36.24,29.67,80.42
24/08/2018,28.6513,77.1473,61.99,229.3653261840929,31.93,30.68,77.75
25/08/2018,28.6513,77.1473,51.79,229.3653261840929,30.85,30.64,73.24
26/08/2018,28.6513,77.1473,38.92,229.3653261840929,26.47,31.11,71.16
27/08/2018,28.6513,77.1473,53.41,229.3653261840929,29.57,30.32,81.16
28/08/2018,28.6513,77.1473,40.58,229.3653261840929,28.57,28.8,90.62
29/08/2018,28.6513,77.1473,35.61,229.3653261840929,22.18,29.32,90.13
30/08/2018,28.6513,77.1473,70.52,229.3653261840929,29.68,32.05,76.57
31/08/2018,28.6513,77.1473,78.26,229.3653261840929,26.47,31.2,77.65
01/09/2018,28.6513,77.1473,63.07,229.3653261840929,21.41,28.73,92.84
02/09/2018,28.6513,77.1473,43.28,229.3653261840929,16.88,27.56,97.38
03/09/2018,28.6513,77.1473,45.36,229.3653261840929,16.95,27.6,97.62
04/09/2018,28.6513,77.1473,56.51,229.3653261840929,42.29,28.13,95.15
05/09/2018,28.6513,77.1473,36.91,229.3653261840929,43.91,28.4,87.47
06/09/2018,28.6513,77.1473,44.52,229.3653261840929,38.81,29.4,81.18
07/09/2018,28.6513,77.1473,36.71,229.3653261840929,32.66,28.53,86.34
08/09/2018,28.6513,77.1473,32.68,229.3653261840929,29.66,28.87,84.28
09/09/2018,28.6513,77.1473,26.94,229.3653261840929,38.95,28.75,81.13
10/09/2018,28.6513,77.1473,40.39,229.3653261840929,52.38,29.02,82.43
11/09/2018,28.6513,77.1473,37.14,229.3653261840929,33.27,30.31,77.6
12/09/2018,28.6513,77.1473,37.1,229.3653261840929,31.45,30.62,72.54
13/09/2018,28.6513,77.1473,34.65,229.3653261840929,29.19,30.69,65.02
14/09/2018,28.6513,77.1473,44.34,229.3653261840929,32.01,30.89,65.08
15/09/2018,28.6513,77.1473,57.29,229.3653261840929,35.96,31.08,61.37
16/09/2018,28.6513,77.1473,52.3,229.3653261840929,36.38,31.56,64.42
17/09/2018,28.6513,77.1473,86.61,229.3653261840929,36.24,31.52,67.01
18/09/2018,28.6513,77.1473,68.49,229.3653261840929,35.18,31.64,61.36
19/09/2018,28.6513,77.1473,67.46,229.3653261840929,45.71,31.35,60.58
20/09/2018,28.6513,77.1473,93.72,229.3653261840929,50.75,31.82,61.26
21/09/2018,28.6513,77.1473,54.07,229.3653261840929,29.55,30.12,66.64
22/09/2018,28.6513,77.1473,28.41,229.3653261840929,27.64,26.44,91.83
23/09/2018,28.6513,77.1473,37.82,229.3653261840929,22.0,27.65,91.73
24/09/2018,28.6513,77.1473,23.84,229.3653261840929,29.83,26.02,97.6
25/09/2018,28.6513,77.1473,28.36,229.3653261840929,32.38,24.88,95.86
26/09/2018,28.6513,77.1473,48.3,229.3653261840929,40.65,27.71,84.1
27/09/2018,28.6513,77.1473,109.99,229.3653261840929,39.04,28.86,80.68
28/09/2018,28.6513,77.1473,108.16,229.3653261840929,46.82,29.82,70.96
29/09/2018,28.6513,77.1473,96.27,229.3653261840929,50.75,29.91,68.77
30/09/2018,28.6513,77.1473,52.79,229.3653261840929,41.71,29.38,69.51
01/10/2018,28.6513,77.1473,74.12,229.3653261840929,54.75,29.97,67.19
02/10/2018,28.6513,77.1473,92.83,229.3653261840929,61.97,30.95,66.12
03/10/2018,28.6513,77.1473,76.06,229.3653261840929,43.52,31.54,56.27
04/10/2018,28.6513,77.1473,110.74,229.3653261840929,48.03,31.74,63.09
05/10/2018,28.6513,77.1473,115.77,229.3653261840929,78.96,31.78,61.63
06/10/2018,28.6513,77.1473,31.64,229.3653261840929,69.45,30.77,58.12
07/10/2018,28.6513,77.1473,85.73,229.3653261840929,82.4,30.03,55.63
08/10/2018,28.6513,77.1473,87.95,229.3653261840929,99.15,30.21,52.49
09/10/2018,28.6513,77.1473,98.9,229.3653261840929,83.13,30.05,52.33
10/10/2018,28.6513,77.1473,96.85,229.3653261840929,76.87,29.38,64.69
11/10/2018,28.6513,77.1473,74.66,229.3653261840929,64.57,27.08,61.88
12/10/2018,28.6513,77.1473,82.06,229.3653261840929,81.61,26.34,53.18
13/10/2018,28.6513,77.1473,184.53,229.3653261840929,61.56,26.31,54.77
14/10/2018,28.6513,77.1473,101.22,229.3653261840929,89.86,26.48,53.56
15/10/2018,28.6513,77.1473,134.39,229.3653261840929,98.76,27.74,52.94
16/10/2018,28.6513,77.1473,161.37,229.3653261840929,96.64,28.76,56.42
17/10/2018,28.6513,77.1473,251.0,229.3653261840929,82.36,29.29,48.81
18/10/2018,28.6513,77.1473,176.03,229.3653261840929,92.46,28.76,54.59
19/10/2018,28.6513,77.1473,182.94,229.3653261840929,97.69,27.94,53.45
20/10/2018,28.6513,77.1473,196.59,229.3653261840929,107.13,27.95,44.38
21/10/2018,28.6513,77.1473,131.06,229.3653261840929,103.7,27.23,43.1
22/10/2018,28.6513,77.1473,118.96,229.3653261840929,92.19,26.36,47.14
23/10/2018,28.6513,77.1473,142.84,229.3653261840929,93.22,26.65,46.68
24/10/2018,28.6513,77.1473,204.48,229.3653261840929,127.83,26.96,50.44
25/10/2018,28.6513,77.1473,198.77,229.3653261840929,114.66,26.47,54.11
26/10/2018,28.6513,77.1473,219.42,229.3653261840929,114.68,25.83,59.14
