Month,Latitude,Longitude,PM2.5,PM10,NO2,Temp,RH,Year
2022-01,28.6805,77.3169,125.89064516129032,258.6677419354839,85.44129032258064,12.48225806451613,83.53645161290324,2022
2022-02,28.6805,77.3169,101.9682142857143,227.3685714285714,91.16857142857144,16.927142857142858,66.6392857142857,2022
2022-03,28.6805,77.3169,94.99612903225808,213.7667741935484,77.28516129032259,25.71225806451613,49.71516129032258,2022
2022-04,28.6805,77.3169,89.955,262.03533333333337,88.07466666666666,32.517,21.68133333333333,2022
2022-05,28.6805,77.3169,69.82870967741935,236.48096774193547,53.641612903225806,32.58741935483871,42.98258064516129,2022
2022-06,28.6805,77.3169,61.17063362864526,203.04366301369865,51.41138596491228,32.93440290880503,43.50672182254197,2022
2022-07,28.6805,77.3169,44.60548387096774,88.98354838709676,35.142580645161296,29.975161290322585,76.31451612903226,2022
2022-08,28.6805,77.3169,42.42064516129032,95.94903225806452,34.9641935483871,29.81483870967742,72.6383870967742,2022
2022-09,28.6805,77.3169,42.077666666666666,108.34433333333332,46.33533333333333,28.77,74.413,2022
2022-10,28.6805,77.3169,93.92148501411069,220.9838568272205,67.16955857385399,25.0967209373098,64.34182640983987,2022
2022-11,28.6805,77.3169,128.34866666666667,265.2163333333333,32.650333333333336,20.62333333333333,58.760666666666665,2022
2022-12,28.6805,77.3169,115.26548387096774,273.81193548387097,19.686774193548384,15.395806451612902,68.37193548387097,2022
2022-01,28.7500499,77.1112615,148.3144440036784,202.4695800534347,32.1155800248139,17.500125199262058,73.91252910434314,2022
2022-02,28.7500499,77.1112615,115.17857142857144,200.1867857142857,30.503197115384616,20.18413024510193,66.28428571428572,2022
2022-03,28.7500499,77.1112615,106.59774193548388,225.4032258064516,31.27225806451613,27.36903225806452,58.39967741935484,2022
2022-04,28.7500499,77.1112615,161.92466666666667,319.483,27.584,29.848333333333336,29.477,2022
2022-05,28.7500499,77.1112615,118.11826754900017,246.70638670228985,20.537624069478905,32.33096774193548,45.33516129032258,2022
2022-06,28.7500499,77.1112615,85.24833333333332,219.505,38.51944871794872,30.538666666666664,45.10533333333333,2022
2022-07,28.7500499,77.1112615,44.13814800122613,78.99193548387096,29.779292803970225,22.96709677419355,73.59258064516129,2022
2022-08,28.7500499,77.1112615,39.27084819416145,90.34451612903226,30.812856699751865,22.44709677419355,63.33903225806451,2022
2022-09,28.7500499,77.1112615,39.22008626793367,89.89914989809154,38.64706730769231,24.153666666666663,40.393,2022
2022-10,28.7500499,77.1112615,87.74387096774193,205.99193548387095,27.19660980148884,26.903548387096773,10.76290322580645,2022
2022-11,28.7500499,77.1112615,95.655839202534,367.077,56.184,12.320333333333334,11.939666666666666,2022
2022-12,28.7500499,77.1112615,112.24258064516128,323.18387096774194,43.163870967741936,12.093870967741935,35.905806451612904,2022
2022-01,28.6095,77.033,138.46580645161288,247.8758064516129,32.11967741935484,12.801290322580646,86.18806451612903,2022
2022-02,28.6095,77.033,119.69392857142856,215.4717857142857,40.371785714285714,17.0425,68.925,2022
2022-03,28.6095,77.033,139.28612903225806,278.1761290322581,46.64709677419355,25.67322580645161,51.97354838709678,2022
2022-04,28.6095,77.033,127.47566666666668,307.67466666666667,47.553666666666665,32.51766666666666,21.54133333333333,2022
